$sig_U_00_up
    Row.names         V1       V2       V3 1_hab00_mean 2_uncut_mean     theta      prob    log2FC
95   ML065753a  ML065753a    HSPA14  1.28e-66  103.4133333   128.640000 -0.9570808 0.9701164  -0.3149171
164  ML154137a  ML154137a      STX5  1.05e-70  126.6966667   157.450000 -0.9030486 0.9554874  -0.3135152
89   ML062226a  ML062226a     NOP53  7.86e-19  131.0700000   162.693333 -1.0384629 0.9592251  -0.3118176
216   ML35321a   ML35321a      IPO5  4.71e-15  115.2366667   142.990000 -0.9738950 0.9620735  -0.3113144
30   ML014312a  ML014312a    HNRNPF  5.38e-37  170.6866667   211.510000 -1.2484600 0.9915505  -0.3093755
198  ML276930a  ML276930a    TOMM20  1.86e-26  153.6200000   189.983333 -1.1343094 0.9826155  -0.3065068
3    ML002620a  ML002620a    DYNLT1  1.72e-65  299.7766667   370.660000 -1.2596870 0.9926177  -0.3062083
118   ML08307a   ML08307a      DYSF  0.00e+00   88.6100000   109.536667 -0.9457897 0.9717186  -0.3058725
120  ML084439a  ML084439a     PCBP3  2.16e-41  113.2833333   139.806667 -0.9202940 0.9640500  -0.3034975
124   ML08941a   ML08941a    ADGRL3  3.98e-21  138.4800000   170.413333 -0.9740798 0.9619887  -0.2993606
33   ML015613a  ML015613a      AHCY  0.00e+00  862.9166667  1061.623333 -1.0366958 0.9592630  -0.2989788
145  ML128410a  ML128410a   TMEM147  1.48e-75   95.4733333   117.193333 -0.9076236 0.9582916  -0.2957208
26   ML012512a  ML012512a    LSM14B  2.07e-40  131.3766667   161.250000 -0.9348054 0.9691856  -0.2955901
14   ML007420a  ML007420a     EIF3A 2.63e-156  154.9033333   189.806667 -0.9395668 0.9706129  -0.2931625
108  ML075211a  ML075211a      GAS2  2.48e-12  110.9566667   135.573333 -1.0601379 0.9730100  -0.2890771
59    ML03453a   ML03453a      ODF3  3.00e-37  306.2866667   373.533333 -1.1846564 0.9570922  -0.2863544
61    ML03508a   ML03508a    ADGRG4  6.96e-40  163.2133333   198.993333 -1.2728939 0.9898768  -0.2859612
70   ML045242a  ML045242a     MYCBP  5.29e-42  338.5566667   412.673333 -0.9782316 0.9605576  -0.2856029
200   ML27697a   ML27697a     PLAC8  1.39e-07  511.2066667   622.196667 -1.2117225 0.9659330  -0.2834640
172  ML177213a  ML177213a   GPBP1L1  3.31e-05  195.1633333   237.263333 -1.0777136 0.9847014  -0.2818071
1    ML000123a  ML000123a     CDC37 6.06e-129  120.2033333   145.870000 -1.1168557 0.9775813  -0.2792063
81   ML052910a  ML052910a    SERBP1  1.75e-04 1770.9300000  2147.793333 -1.7304501 0.9978173  -0.2783480
181   ML19987a   ML19987a    DYNLL2  4.41e-62 1989.1100000  2410.906667 -1.5867674 0.9999137  -0.2774527
76   ML051911a  ML051911a      SSR1  9.86e-40  682.1266667   821.693333 -2.9903675 0.9999929  -0.2685604
169   ML16909a   ML16909a   SNRNP70  2.48e-71  140.6566667   169.300000 -1.0914593 0.9813754  -0.2674040
116   ML08102a   ML08102a     YWHAE 3.27e-122  375.8433333   451.940000 -1.6525454 1.0000000  -0.2659998
73    ML04829a   ML04829a    YTHDC1  1.35e-39  314.4933333   377.230000 -1.1501492 0.9798060  -0.2624150
144  ML123110a  ML123110a     EIF3G  2.14e-55  263.7366667   315.810000 -0.9487217 0.9717834  -0.2599587
9    ML005710a  ML005710a    CFAP53  1.88e-45  137.9800000   164.890000 -0.9952374 0.9610823  -0.2570447
165  ML154185a  ML154185a      GAS8  0.00e+00  182.9766667   218.070000 -0.9326176 0.9684549  -0.2531316
140   ML11564a   ML11564a       AK2  2.30e-88  202.7666667   241.333333 -1.0921843 0.9810522  -0.2512067
104  ML073269a  ML073269a    EIF2S2  6.77e-88  277.5200000   328.656667 -1.2948830 0.9843224  -0.2439895
170  ML174735a  ML174735a     ACTG1  0.00e+00  591.7466667   700.636667 -1.2165666 0.9697345  -0.2436868
37    ML01626a   ML01626a     EEF1D  1.03e-36 1831.7800000  2164.516667 -2.0135899 0.9720578  -0.2407987
68   ML040515a  ML040515a       SSB  2.34e-54  342.3433333   404.453333 -1.3717108 0.9728676  -0.2405293
69    ML04069a   ML04069a     SRSF3  7.38e-22  150.7900000   177.743333 -0.9140518 0.9615222  -0.2372547
224  ML435825a  ML435825a    CFAP45 1.57e-118  143.1833333   168.523333 -0.9790615 0.9603526  -0.2350848
221   ML40943a   ML40943a    PRPF39  4.33e-67  161.0600000   189.516667 -0.9322265 0.9683188  -0.2347265
180   ML19913a   ML19913a      ETFB 2.53e-121  242.6866667   285.526667 -1.0994163 0.9780597  -0.2345306
2     ML00221a   ML00221a     EIF3C  0.00e+00  177.2200000   207.970000 -1.1460283 0.9815579  -0.2308340
111  ML077224a  ML077224a      TPM4  4.56e-18  855.8833333  1000.506667 -1.5619029 0.9971791  -0.2252447
184  ML216312a  ML216312a     PRDX1  7.90e-86  217.0333333   253.303333 -0.9387729 0.9703866  -0.2229494
185  ML216347a  ML216347a    DNAJA1 1.20e-142  362.7700000   423.203333 -1.1119857 0.9765884  -0.2222958
78    ML05202a   ML05202a     FUBP3  1.08e-58  459.2566667   535.620000 -0.9961527 0.9613231  -0.2219092
154   ML14307a   ML14307a    STARD7  7.40e-32  178.7033333   208.053333 -1.0084304 0.9644315  -0.2193869
135  ML105427a  ML105427a     NOVA2  3.94e-33  395.2500000   459.906667 -1.6697408 1.0000000  -0.2185756
10    ML00572a   ML00572a      EIF1  3.30e-41  332.0833333   386.053333 -1.0881412 0.9827735  -0.2172549
99    ML06903a   ML06903a   HNRNPA3  2.36e-44  264.4433333   306.640000 -1.1848643 0.9570493  -0.2135873
149   ML13165a   ML13165a    PITPNA  1.23e-98  342.5933333   397.220000 -0.9067804 0.9577985  -0.2134412
222   ML40949a   ML40949a     EIF3B  6.85e-68  231.2900000   268.110000 -0.9251477 0.9658200  -0.2131221
110  ML076024a  ML076024a     SAR1B  6.63e-91  417.6266667   480.566667 -0.9570010 0.9701444  -0.2025227
213   ML33426a   ML33426a      NACA  1.51e-64 1612.1466667  1851.550000 -2.9156378 1.0000000  -0.1997505
159   ML15009a   ML15009a    NAP1L1  7.92e-83  296.1300000   339.676667 -1.3974791 0.9570996  -0.1979315
173   ML17725a   ML17725a  SEPTIN10 2.41e-173  218.5633333   249.606667 -1.1762343 0.9608475  -0.1916051
115   ML08065a   ML08065a     RPL39  6.69e-23 5225.5766667  5967.160000 -0.9797963 0.9601696  -0.1914542
79   ML052318a  ML052318a    EIF2S3  0.00e+00  300.7466667   340.830000 -0.8987389 0.9524970  -0.1805036
150  ML136016a  ML136016a     G3BP1  2.02e-43  307.7033333   348.583333 -0.9135482 0.9612908  -0.1799635
106  ML074230a  ML074230a     SUMO1  1.68e-37  727.8333333   823.130000 -1.5735373 0.9993017  -0.1775122
91    ML06417a   ML06417a      PPA1  6.44e-93  277.5833333   313.863333 -0.9715791 0.9631233  -0.1772155
66   ML040421a  ML040421a      ARF1 3.41e-121 1143.4400000  1288.966667 -0.9101918 0.9596729  -0.1728343
105  ML074211a  ML074211a       SET  7.55e-77  788.2500000   888.460000 -1.2939236 0.9845472  -0.1726536
130   ML09863a   ML09863a      SND1  0.00e+00  358.1233333   403.226667 -1.2176344 0.9706047  -0.1711345
43    ML02003a   ML02003a    PABPC1  0.00e+00 1898.4666667  2135.003333 -0.9585078 0.9696111  -0.1694037
179   ML19407a   ML19407a    UBE2D2  6.43e-97  582.3266667   651.740000 -1.0271724 0.9617919  -0.1624679
60    ML03454a   ML03454a     RPL27  1.33e-61  724.0066667   806.076667 -1.0594069 0.9722608  -0.1549141
100  ML070815a  ML070815a     NOVA2  3.94e-25  468.1466667   520.306667 -0.9322224 0.9683174  -0.1524016
28   ML013518a  ML013518a     RPL37  1.95e-35 5548.9900000  6137.496667 -1.2466152 0.9909828  -0.1454251
157  ML148514a  ML148514a      MYL6  1.19e-37  776.1900000   853.616667 -1.1492741 0.9802377  -0.1371785
57    ML03267a   ML03267a     RAB5B  1.03e-99  367.3300000   402.530000 -0.9036119 0.9558496  -0.1320196
133  ML104636a  ML104636a     CALM2  4.28e-97 1869.5300000  2029.843333 -1.1751494 0.9615094  -0.1186928
19    ML00801a   ML00801a      CCT3  0.00e+00  512.6633333   556.446667 -1.0598263 0.9726902  -0.1182317
155   ML14308a   ML14308a     FUBP1  7.15e-20  760.0933333   822.976667 -1.0264534 0.9620373  -0.1146749
36    ML01625a   ML01625a     EEF1D  2.37e-35  578.2800000   623.833333 -0.9111669 0.9601810  -0.1093924

$sig_01_03_up
   Row.names        V1      V2        V3 1_hab03_mean 2_hab01_mean    theta      prob     log2FC
22 ML064947a ML064947a   RAB35  6.02e-15     1.338333     0.005000 3.018143 1.0000000 8.06429368
14  ML03042a  ML03042a   DMBT1  4.43e-09     1.956667     0.140000 1.188432 0.9851674 3.80489927
46  ML21549a  ML21549a   HEBP1  1.91e-07    32.436667    10.916667 1.222452 0.9697898 1.57109316
35  ML15195a  ML15195a    CTSE  3.26e-41    35.516667    14.553333 1.149623 0.9627114 1.28714656
59  ML42444a  ML42444a   MMP28  9.99e-19    13.196667     5.486667 1.104892 0.9510398 1.26617173
61 ML460824a ML460824a  SEMA5A  4.37e-19    47.976667    21.033333 1.577825 0.9939074 1.18965542
56 ML375913a ML375913a ARHGDIA  7.69e-09    90.923333    40.220000 1.718126 0.9998562 1.17673749
8  ML016357a ML016357a    RHOV  2.26e-17    26.126667    13.210000 1.100080 0.9551235 0.98389261
29  ML08449a  ML08449a    LHPP  1.01e-72    74.040000    39.836667 1.545254 0.9605189 0.89420796
21  ML05716a  ML05716a SLCO4A1  1.93e-14    60.760000    33.280000 1.445847 0.9702429 0.86846644
25 ML073224a ML073224a   MMP28  7.99e-30   187.323333   103.630000 1.242317 0.9585588 0.85408890
45 ML207912a ML207912a   PCSK1 6.94e-148   108.713333    65.486667 2.000152 0.9999999 0.73125579
51 ML296213a ML296213a    CTSV  5.97e-35   498.506667   308.600000 1.463435 0.9758530 0.69187474
50 ML239512a ML239512a    MUC6  7.31e-11   253.653333   161.316667 1.451046 0.9757287 0.65296262
23  ML06742a  ML06742a  TUBA1C  0.00e+00   406.620000   259.736667 1.601414 0.9976323 0.64663149
37  ML16218a  ML16218a    RCC2  1.28e-88   103.606667    66.590000 1.613394 0.9915446 0.63773939
15 ML030513a ML030513a   ERAP2 5.00e-107    86.676667    56.366667 1.633074 0.9657170 0.62080142
2  ML004412a ML004412a  FAXDC2  8.05e-90    99.260000    64.753333 1.311003 0.9566564 0.61625799
17 ML034337a ML034337a  COL4A6 4.12e-151   570.960000   379.533333 1.943866 1.0000000 0.58916308
11 ML026516a ML026516a  TUBA1A  0.00e+00   696.983333   463.836667 2.457626 1.0000000 0.58750729
52 ML327428a ML327428a    NID2  6.67e-15   117.400000    78.913333 1.318606 0.9572336 0.57309142
41  ML18936a  ML18936a     VWF  2.02e-17    50.543333    34.083333 1.163075 0.9792634 0.56845438
34  ML12867a  ML12867a   BANF1  2.05e-41   171.343333   115.846667 1.542708 0.9590549 0.56467353
53 ML351716a ML351716a   HPRT1  6.04e-73   107.330000    73.626667 1.437114 0.9591469 0.54375309
31 ML114623a ML114623a    OTOG  3.64e-07    86.296667    60.030000 1.204584 0.9777278 0.52362117
47 ML216919a ML216919a    ARSB  6.14e-87    63.640000    44.290000 1.150285 0.9637798 0.52295284
42  ML20025a  ML20025a   HSDL2 5.96e-149    92.503333    65.480000 1.079966 0.9527865 0.49845103
48 ML218837a ML218837a    NPC2  3.46e-26   431.340000   306.946667 1.462950 0.9761965 0.49083751
26 ML073911a ML073911a   ALOX5  4.31e-08   184.996667   132.030000 1.224958 0.9688844 0.48663350
58  ML40946a  ML40946a  NDUFA2  3.45e-26   149.440000   106.846667 1.682728 0.9878768 0.48402446
18 ML034338a ML034338a COL27A1  6.30e-25   218.393333   158.080000 1.618874 0.9861401 0.46627397
44  ML20634a  ML20634a  ACADVL  0.00e+00   138.013333   100.016667 1.189965 0.9847324 0.46456722
55  ML37461a  ML37461a    NID2  1.81e-16   104.726667    76.063333 1.182757 0.9859563 0.46135578
16 ML034336a ML034336a  COL4A6 1.02e-151   820.896667   600.183333 1.593789 0.9984372 0.45179737
33  ML12596a  ML12596a   FRAS1  3.70e-05   121.556667    89.950000 1.094397 0.9576338 0.43443383
5   ML00638a  ML00638a   BMPER  3.78e-17   145.976667   108.486667 1.149496 0.9625065 0.42822004
43 ML204410a ML204410a   HADHA  0.00e+00   167.363333   126.130000 1.293322 0.9515791 0.40807203
20 ML049718a ML049718a  CRYBA1  1.06e-06   489.670000   371.593333 1.331959 0.9525664 0.39808519
36 ML154151a ML154151a   MKNK1 6.44e-105   134.246667   103.746667 1.234401 0.9643170 0.37182128
7   ML01482a  ML01482a  TUBA3D  0.00e+00  2284.630000  1790.013333 1.326739 0.9551763 0.35199020
40  ML17371a  ML17371a  BTBD19  1.75e-62   204.886667   161.916667 1.613692 0.9913152 0.33957461
57 ML398326a ML398326a   CAB39 3.66e-126   103.103333    81.613333 1.191108 0.9843923 0.33721420
28 ML082117a ML082117a  TGFBR1 3.30e-128   115.816667    92.776667 1.151657 0.9658181 0.32000896
3  ML004443a ML004443a    PPIB  4.50e-99   716.550000   577.823333 1.184827 0.9858263 0.31043891
49  ML22166a  ML22166a  SEPHS2 2.61e-132   185.660000   151.090000 1.102269 0.9534105 0.29725485
4  ML004510a ML004510a    CTSV  3.04e-31  1534.943333  1262.180000 1.080466 0.9531675 0.28226773
32  ML11634a  ML11634a   PSMA5 1.30e-118   245.773333   202.480000 1.088133 0.9573220 0.27954898
38 ML167034a ML167034a   PDIA4  3.06e-51   520.373333   430.130000 1.207432 0.9761537 0.27477428
30  ML10942a  ML10942a  TUBA1C  0.00e+00   850.246667   724.140000 1.217675 0.9714983 0.23161280
24 ML071151a ML071151a    CTSL 9.58e-107   609.753333   522.573333 1.247423 0.9544655 0.22259223
60  ML43437a  ML43437a   RPS28  5.43e-35  4655.000000  4061.806667 1.431474 0.9530268 0.19665960
19  ML04142a  ML04142a   RPS10  6.29e-49  4115.186667  3623.203333 1.647081 0.9502768 0.18369210
10  ML02404a  ML02404a   RPLP1  5.18e-25  3242.583333  2884.233333 1.098898 0.9557961 0.16895577
12  ML02663a  ML02663a    CTSK  2.65e-38   498.263333   445.406667 1.078018 0.9512917 0.16178526
6   ML00977a  ML00977a    RPL9  2.21e-71  3479.800000  3159.723333 1.333369 0.9517126 0.13920615
9   ML01737a  ML01737a   RPLP0 7.69e-131  3442.983333  3155.163333 1.168309 0.9826992 0.12594451
13  ML03028a  ML03028a  RPL10A  1.43e-91  2146.523333  1976.023333 1.561324 0.9777773 0.11940187
1  ML001917a ML001917a   RPS21  4.59e-27  3936.066667  3634.733333 1.082726 0.9546965 0.11490513
27  ML07727a  ML07727a    RPL3  0.00e+00  3249.960000  3014.136667 1.949624 1.0000000 0.10867713
39 ML173716a ML173716a    RPL7  8.08e-98  2655.543333  2472.360000 1.304599 0.9549114 0.10311824
54 ML358815a ML358815a   RPL31  2.29e-57  3867.773333  3726.330000 1.167293 0.9821188 0.05374781

$sig_03_06_down
      Row.names         V1           V2        V3 1_hab06_mean 2_hab03_mean      theta      prob      log2FC
373    ML03921a   ML03921a         MELK  1.51e-11    0.0050000     1.348333 -3.1656473 1.0000000 -8.07503339
820    ML10373a   ML10373a       TUBA3D  4.12e-40    0.1300000    18.106667 -2.3670789 1.0000000 -7.12186555
304    ML03042a   ML03042a        DMBT1  4.43e-09    0.2833333     1.956667 -0.7075905 0.9817997 -2.78782576
1298   ML26356a   ML26356a         MRC2  1.83e-05    0.4016667     2.330000 -0.7642937 0.9864614 -2.53625931
563   ML064947a  ML064947a        RAB35  6.02e-15    0.2433333     1.338333 -0.5994611 0.9751068 -2.45943162
509   ML056515a  ML056515a        C2CD6  2.07e-05    1.8866667     9.586667 -0.8730105 0.9931719 -2.34518972
1194   ML21549a   ML21549a        HEBP1  1.91e-07    7.4033333    32.436667 -1.2555280 1.0000000 -2.13137868
1190   ML21451a   ML21451a         ERN2  2.52e-22    1.5200000     6.440000 -0.8733020 0.9931415 -2.08298936
764    ML09259a   ML09259a       ALKBH3  1.12e-21    1.2033333     4.596667 -0.6773506 0.9791104 -1.93355171
993    ML14473a   ML14473a         MDH1  6.82e-20    3.4366667    13.023333 -1.1138468 0.9949626 -1.92201692
843    ML10601a   ML10601a        ZMYM1  5.26e-05    1.0916667     3.811667 -0.4913664 0.9659160 -1.80388955
1052  ML156510a  ML156510a        SVEP1  2.45e-12    0.9233333     3.210000 -0.6891052 0.9784496 -1.79764982
1192  ML215410a  ML215410a        HEBP1  4.57e-08   15.2833333    51.550000 -1.7750494 1.0000000 -1.75401319
975   ML143016a  ML143016a        P2RX7  3.13e-06    2.3800000     7.853333 -0.6527564 0.9809380 -1.72234356
1429  ML398337a  ML398337a        ZMYM1  2.26e-18    0.6666667     2.123333 -0.6085797 0.9763181 -1.67129337
1117   ML18812a   ML18812a        APOL3  9.82e-06    5.5933333    17.810000 -0.8998760 0.9896189 -1.67090730
957   ML139119a  ML139119a        F2RL2  4.09e-07    0.3366667     1.023333 -0.6910899 0.9784043 -1.60388336
885    ML11721a   ML11721a          TTN  5.27e-06   32.2700000    95.156667 -1.4797362 1.0000000 -1.56011116
285    ML02783a   ML02783a         GIN1  6.03e-10    8.8733333    25.720000 -1.1622864 0.9935139 -1.53534257
985    ML14393a   ML14393a       ADRA1D  1.08e-12    1.0750000     2.926667 -0.5887045 0.9760379 -1.44492178
803    ML09864a   ML09864a       EFCAB9  8.48e-50    0.5433333     1.470000 -0.5087957 0.9672131 -1.43590669
1153   ML20371a   ML20371a       GLIPR2  3.40e-23    2.2533333     6.020000 -0.7647609 0.9865363 -1.41770274
146    ML01057a   ML01057a        NPTX1  1.88e-12    5.6500000    14.353333 -1.0917941 0.9966687 -1.34506305
3     ML000130a  ML000130a         HEXA  4.87e-07    6.1633333    14.843333 -1.0576053 0.9961495 -1.26803239
1400   ML35323a   ML35323a        ASIC1  1.81e-19    0.7733333     1.853333 -0.5953908 0.9753638 -1.26096008
598    ML06931a   ML06931a        DDX3Y  5.63e-51   14.9733333    35.383333 -0.7453397 0.9854062 -1.24067454
1411   ML35914a   ML35914a         CTSL  8.55e-31   16.8533333    39.496667 -1.2232734 1.0000000 -1.22869694
929    ML13116a   ML13116a        SMYD2  3.48e-16    5.7300000    13.366667 -0.7307366 0.9862227 -1.22203269
1377   ML32228a   ML32228a        ALOX5  5.02e-63    2.6266667     6.123333 -0.4229013 0.9609665 -1.22108409
62    ML005015a  ML005015a        DMBT1  1.56e-71   29.4066667    68.233333 -1.5684524 0.9917579 -1.21433344
1255  ML234541a  ML234541a         ACTB  0.00e+00  200.7033333   464.646667 -1.0235550 0.9915307 -1.21106948
135    ML00942a   ML00942a         GIN1  2.93e-18    0.6566667     1.520000 -0.4698325 0.9658329 -1.21083819
994    ML14474a   ML14474a         MDH1  7.72e-36    3.0033333     6.940000 -0.7476648 0.9852606 -1.20837106
585    ML06742a   ML06742a       TUBA1C  0.00e+00  177.4733333   406.620000 -3.5777897 1.0000000 -1.19607891
314    ML03179a   ML03179a     SLC25A15  9.15e-21    4.5166667    10.323333 -0.8872526 0.9913633 -1.19257853
1106   ML18238a   ML18238a         ANO1  6.53e-95   31.7400000    71.690000 -1.0805424 0.9960857 -1.17546976
1033   ML15195a   ML15195a         CTSE  3.26e-41   15.8866667    35.516667 -0.9239607 0.9856961 -1.16067974
121    ML00854a   ML00854a        PCSK5  4.04e-12    6.6933333    14.673333 -0.7788945 0.9879169 -1.13239988
1297   ML26355a   ML26355a         MRC2  3.14e-04    2.7433333     6.003333 -0.3927165 0.9589191 -1.12983385
690    ML08068a   ML08068a       ARRDC3  2.95e-12    7.8566667    17.153333 -0.9534599 0.9920493 -1.12649970
1392   ML34421a   ML34421a        ABCB4  1.71e-22    4.0850000     8.896667 -0.5892805 0.9759954 -1.12292882
707   ML083810a  ML083810a        LHCGR  4.59e-11    1.7333333     3.726667 -0.5857679 0.9761307 -1.10433666
963    ML14013a   ML14013a        BMPER  8.57e-27   16.0133333    33.910000 -1.1710558 0.9950278 -1.08243713
267    ML02421a   ML02421a       LRTOMT  1.85e-22   25.3733333    53.590000 -0.8732599 0.9931459 -1.07865076
1274   ML24845a   ML24845a        ROBO3  1.36e-25   31.4600000    65.863333 -1.3390166 1.0000000 -1.06595686
355    ML03656a   ML03656a      C4orf45  9.30e-09   18.4300000    38.366667 -1.0799980 0.9960453 -1.05779736
1225  ML223010a  ML223010a       LRRC34  2.11e-75   14.7733333    30.620000 -1.2275052 1.0000000 -1.05147890
536    ML05988a   ML05988a        SETD9  7.78e-49    3.8100000     7.886667 -0.8887391 0.9911493 -1.04962467
845   ML106613a  ML106613a         LRP4  1.25e-05    1.1433333     2.366667 -0.4650016 0.9661680 -1.04961045
611    ML07029a   ML07029a        GANAB  1.32e-06   10.4566667    21.610000 -1.1410271 0.9965589 -1.04727604
909    ML12628a   ML12628a       SCUBE1  4.14e-06    0.7200000     1.480000 -0.4587980 0.9664229 -1.03952836
249    ML02111a   ML02111a       ALKBH2  4.78e-14    2.7466667     5.640000 -0.4496062 0.9656198 -1.03801333
196    ML01565a   ML01565a       POLR2A  2.16e-08    1.2166667     2.490000 -0.4523840 0.9660554 -1.03321178
280   ML026516a  ML026516a       TUBA1A  0.00e+00  343.4800000   696.983333 -3.2768585 1.0000000 -1.02089806
1123   ML18934a   ML18934a     SLC22A15  1.92e-28    6.1566667    12.480000 -0.6642269 0.9796487 -1.01939657
